MetaG.module	MetaB.module	Species	delta.spearman.r
MetaG_M00373	MetaB_MEpalevioletred3	Sneathia_amnii	0.0034879
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_gordonii	0.0038345
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_intermedius	0.0038345
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_mitis	0.0151158
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_pneumoniae	-0.0105997
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_salivarius	0.0014698
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_sanguinis	0.0043265
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_sp_LPB0220	0.0055004
MetaG_M00373	MetaB_MEpalevioletred3	Streptococcus_sp_oral_taxon_431	0.0046395
MetaG_M00373	MetaB_MEpalevioletred3	Tannerella_sp_oral_taxon_HOT-286	0.0037954
MetaG_M00373	MetaB_MEpalevioletred3	Treponema_putidum	0.0042147
MetaG_M00373	MetaB_MEpalevioletred3	Treponema_sp_OMZ_838	0.0039966
MetaG_M00373	MetaB_MEpalevioletred3	Veillonella_atypica	0.0038122
MetaG_M00373	MetaB_MEpalevioletred3	Veillonella_dispar	0.0078819
MetaG_M00373	MetaB_MEpalevioletred3	Veillonella_parvula	0.0038401
MetaG_M00373	MetaB_MEwhite	Acinetobacter_baumannii	-0.14990139
MetaG_M00373	MetaB_MEwhite	Actinomyces_oris	-0.15073435
MetaG_M00373	MetaB_MEwhite	Actinomyces_pacaensis	-0.14893985
MetaG_M00373	MetaB_MEwhite	Actinomyces_sp_oral_taxon_897	-0.15023681
MetaG_M00373	MetaB_MEwhite	Actinomyces_viscosus	-0.14936471
MetaG_M00373	MetaB_MEwhite	Aggregatibacter_aphrophilus	-0.1499517
MetaG_M00373	MetaB_MEwhite	Bacteroides_heparinolyticus	-0.15056664
MetaG_M00373	MetaB_MEwhite	Campylobacter_concisus	-0.14968895
MetaG_M00373	MetaB_MEwhite	Campylobacter_showae	-0.1500691
MetaG_M00373	MetaB_MEwhite	Capnocytophaga_gingivalis	-0.1499517
MetaG_M00373	MetaB_MEwhite	Capnocytophaga_leadbetteri	-0.15120394
MetaG_M00373	MetaB_MEwhite	Escherichia_coli	-0.16655501
MetaG_M00373	MetaB_MEwhite	Fusobacterium_necrophorum	-0.15071199
MetaG_M00373	MetaB_MEwhite	Fusobacterium_periodonticum	-0.15080143
MetaG_M00373	MetaB_MEwhite	Gardnerella_vaginalis	-0.15008028
MetaG_M00373	MetaB_MEwhite	Gemella_haemolysans	-0.15125425
MetaG_M00373	MetaB_MEwhite	Gemella_morbillorum	-0.15023681
MetaG_M00373	MetaB_MEwhite	Haemophilus_influenzae	-0.15644767
MetaG_M00373	MetaB_MEwhite	Haemophilus_parahaemolyticus	-0.15325559
MetaG_M00373	MetaB_MEwhite	Haemophilus_parainfluenzae	-0.14623412
MetaG_M00373	MetaB_MEwhite	Lachnoanaerobaculum_umeaense	-0.14877773
MetaG_M00373	MetaB_MEwhite	Lachnospiraceae_bacterium	-0.15038216
MetaG_M00373	MetaB_MEwhite	Lachnospiraceae_bacterium_GAM79	-0.15008028
MetaG_M00373	MetaB_MEwhite	Lachnospiraceae_bacterium_oral_taxon_500	-0.15138283
MetaG_M00373	MetaB_MEwhite	Lactobacillus_salivarius	-0.15076789
MetaG_M00373	MetaB_MEwhite	Lautropia_mirabilis	-0.15033743
MetaG_M00373	MetaB_MEwhite	Leptotrichia_sp_oral_taxon_212	-0.15078466
MetaG_M00373	MetaB_MEwhite	Leptotrichia_sp_oral_taxon_498	-0.15008028
MetaG_M00373	MetaB_MEwhite	Leptotrichia_wadei	-0.15009705
MetaG_M00373	MetaB_MEwhite	Megasphaera_hexanoica	-0.14872742
MetaG_M00373	MetaB_MEwhite	Mogibacterium_diversum	-0.14783296
MetaG_M00373	MetaB_MEwhite	Moraxella_catarrhalis	-0.123369633
MetaG_M00373	MetaB_MEwhite	Neisseria_elongata	-0.15010823
MetaG_M00373	MetaB_MEwhite	Neisseria_meningitidis	-0.15054428
MetaG_M00373	MetaB_MEwhite	Neisseria_mucosa	-0.15026476
MetaG_M00373	MetaB_MEwhite	Neisseria_subflava	-0.15806887
MetaG_M00373	MetaB_MEwhite	Parvimonas_micra	-0.15013059
MetaG_M00373	MetaB_MEwhite	Porphyromonas_gingivalis	-0.15101386
MetaG_M00373	MetaB_MEwhite	Prevotella_denticola	-0.15023122
MetaG_M00373	MetaB_MEwhite	Prevotella_intermedia	-0.15215429
MetaG_M00373	MetaB_MEwhite	Prevotella_jejuni	-0.14630121
MetaG_M00373	MetaB_MEwhite	Prevotella_melaninogenica	-0.14860443
MetaG_M00373	MetaB_MEwhite	Prevotella_oris	-0.14982871
MetaG_M00373	MetaB_MEwhite	Pseudomonas_aeruginosa	-0.112211315
MetaG_M00373	MetaB_MEwhite	Pseudomonas_putida	-0.15444074
MetaG_M00373	MetaB_MEwhite	Ralstonia_mannitolilytica	-0.15587746
MetaG_M00373	MetaB_MEwhite	Rothia_dentocariosa	-0.15114244
MetaG_M00373	MetaB_MEwhite	Rothia_mucilaginosa	-0.15019767
MetaG_M00373	MetaB_MEwhite	Ruania_sp_HY168	-0.15256798
MetaG_M00373	MetaB_MEwhite	Ruminococcus_bicirculans	-0.14932558
MetaG_M00373	MetaB_MEwhite	Saccharibacteria	-0.15148345
MetaG_M00373	MetaB_MEwhite	Schaalia_odontolytica	-0.15038216
MetaG_M00373	MetaB_MEwhite	Selenomonas_sp_oral_taxon_126	-0.14956038
MetaG_M00373	MetaB_MEwhite	Selenomonas_sp_oral_taxon_920	-0.15052191
MetaG_M00373	MetaB_MEwhite	Sneathia_amnii	-0.15104182
MetaG_M00373	MetaB_MEwhite	Streptococcus_gordonii	-0.15008028
MetaG_M00373	MetaB_MEwhite	Streptococcus_intermedius	-0.15008028
MetaG_M00373	MetaB_MEwhite	Streptococcus_mitis	-0.13375648
MetaG_M00373	MetaB_MEwhite	Streptococcus_pneumoniae	-0.15345684
MetaG_M00373	MetaB_MEwhite	Streptococcus_salivarius	-0.15037657
MetaG_M00373	MetaB_MEwhite	Streptococcus_sanguinis	-0.15132133
MetaG_M00373	MetaB_MEwhite	Streptococcus_sp_LPB0220	-0.15060577
MetaG_M00373	MetaB_MEwhite	Streptococcus_sp_oral_taxon_431	-0.14945416
MetaG_M00373	MetaB_MEwhite	Tannerella_sp_oral_taxon_HOT-286	-0.1494318
MetaG_M00373	MetaB_MEwhite	Treponema_putidum	-0.15044365
MetaG_M00373	MetaB_MEwhite	Treponema_sp_OMZ_838	-0.15037097
MetaG_M00373	MetaB_MEwhite	Veillonella_atypica	-0.14767643
MetaG_M00373	MetaB_MEwhite	Veillonella_dispar	-0.14314267
MetaG_M00373	MetaB_MEwhite	Veillonella_parvula	-0.14772115
MetaG_M00418	MetaB_MEdarkred	Acinetobacter_baumannii	-0.000799
MetaG_M00418	MetaB_MEdarkred	Actinomyces_oris	-0.0004947
MetaG_M00418	MetaB_MEdarkred	Actinomyces_pacaensis	-0.0003372
MetaG_M00418	MetaB_MEdarkred	Actinomyces_sp_oral_taxon_897	0.000233
MetaG_M00418	MetaB_MEdarkred	Actinomyces_viscosus	-0.0007735
MetaG_M00418	MetaB_MEdarkred	Aggregatibacter_aphrophilus	0.0001769
MetaG_M00418	MetaB_MEdarkred	Bacteroides_heparinolyticus	0.000233
MetaG_M00418	MetaB_MEdarkred	Campylobacter_concisus	0.0007807
MetaG_M00418	MetaB_MEdarkred	Campylobacter_showae	-0.0004993
MetaG_M00418	MetaB_MEdarkred	Capnocytophaga_gingivalis	0.0002997
MetaG_M00418	MetaB_MEdarkred	Capnocytophaga_leadbetteri	0.0001795
MetaG_M00418	MetaB_MEdarkred	Escherichia_coli	-0.0135416
MetaG_M00418	MetaB_MEdarkred	Fusobacterium_necrophorum	0.0004285
MetaG_M00418	MetaB_MEdarkred	Fusobacterium_periodonticum	0.000244
MetaG_M00418	MetaB_MEdarkred	Gardnerella_vaginalis	0.0002272
MetaG_M00418	MetaB_MEdarkred	Gemella_haemolysans	0.0006465
MetaG_M00418	MetaB_MEdarkred	Gemella_morbillorum	0.0003081
MetaG_M00418	MetaB_MEdarkred	Haemophilus_influenzae	0.004088
MetaG_M00418	MetaB_MEdarkred	Haemophilus_parahaemolyticus	-0.0010021
MetaG_M00418	MetaB_MEdarkred	Haemophilus_parainfluenzae	-0.0008797
MetaG_M00418	MetaB_MEdarkred	Lachnoanaerobaculum_umeaense	0.0008198
MetaG_M00418	MetaB_MEdarkred	Lachnospiraceae_bacterium	0.0004169
MetaG_M00418	MetaB_MEdarkred	Lachnospiraceae_bacterium_GAM79	0.0004283
MetaG_M00418	MetaB_MEdarkred	Lachnospiraceae_bacterium_oral_taxon_500	0.0002803
MetaG_M00418	MetaB_MEdarkred	Lactobacillus_salivarius	0.0003027
MetaG_M00418	MetaB_MEdarkred	Lautropia_mirabilis	0.0016298
MetaG_M00418	MetaB_MEdarkred	Leptotrichia_sp_oral_taxon_212	0.0005241
MetaG_M00418	MetaB_MEdarkred	Leptotrichia_sp_oral_taxon_498	0.0004482
MetaG_M00418	MetaB_MEdarkred	Leptotrichia_wadei	0.000233
MetaG_M00418	MetaB_MEdarkred	Megasphaera_hexanoica	0.0003562
MetaG_M00418	MetaB_MEdarkred	Mogibacterium_diversum	-2.43E-05
MetaG_M00418	MetaB_MEdarkred	Moraxella_catarrhalis	0.0015048
MetaG_M00418	MetaB_MEdarkred	Neisseria_elongata	0.0001965
MetaG_M00418	MetaB_MEdarkred	Neisseria_meningitidis	0.0003562
MetaG_M00418	MetaB_MEdarkred	Neisseria_mucosa	-0.0005541
MetaG_M00418	MetaB_MEdarkred	Neisseria_subflava	-0.001039
MetaG_M00418	MetaB_MEdarkred	Parvimonas_micra	0.000233
MetaG_M00418	MetaB_MEdarkred	Porphyromonas_gingivalis	0.0005231
MetaG_M00418	MetaB_MEdarkred	Prevotella_denticola	0.0002608
MetaG_M00418	MetaB_MEdarkred	Prevotella_intermedia	-0.0006902
MetaG_M00418	MetaB_MEdarkred	Prevotella_jejuni	0.0009372
MetaG_M00418	MetaB_MEdarkred	Prevotella_melaninogenica	0.0008835
MetaG_M00418	MetaB_MEdarkred	Prevotella_oris	0.00068
MetaG_M00418	MetaB_MEdarkred	Pseudomonas_aeruginosa	0.0230276
MetaG_M00418	MetaB_MEdarkred	Pseudomonas_putida	-0.0085271
MetaG_M00418	MetaB_MEdarkred	Ralstonia_mannitolilytica	0.0005958
MetaG_M00418	MetaB_MEdarkred	Rothia_dentocariosa	-0.0024334
MetaG_M00418	MetaB_MEdarkred	Rothia_mucilaginosa	-0.0015479
MetaG_M00418	MetaB_MEdarkred	Ruania_sp_HY168	0.0008344
MetaG_M00418	MetaB_MEdarkred	Ruminococcus_bicirculans	0.0008112
MetaG_M00418	MetaB_MEdarkred	Saccharibacteria	0.0006882
MetaG_M00418	MetaB_MEdarkred	Schaalia_odontolytica	-2.42E-05
MetaG_M00418	MetaB_MEdarkred	Selenomonas_sp_oral_taxon_126	-0.0001306
MetaG_M00418	MetaB_MEdarkred	Selenomonas_sp_oral_taxon_920	0.0001465
MetaG_M00418	MetaB_MEdarkred	Sneathia_amnii	0.000233
MetaG_M00418	MetaB_MEdarkred	Streptococcus_gordonii	0.000233
MetaG_M00418	MetaB_MEdarkred	Streptococcus_intermedius	0.000233
MetaG_M00418	MetaB_MEdarkred	Streptococcus_mitis	0.0008086
MetaG_M00418	MetaB_MEdarkred	Streptococcus_pneumoniae	0.0047914
MetaG_M00418	MetaB_MEdarkred	Streptococcus_salivarius	0.0004896
MetaG_M00418	MetaB_MEdarkred	Streptococcus_sanguinis	-0.0002647
MetaG_M00418	MetaB_MEdarkred	Streptococcus_sp_LPB0220	-0.0004656
MetaG_M00418	MetaB_MEdarkred	Streptococcus_sp_oral_taxon_431	-2.20E-06
MetaG_M00418	MetaB_MEdarkred	Tannerella_sp_oral_taxon_HOT-286	4.31E-05
MetaG_M00418	MetaB_MEdarkred	Treponema_putidum	0.0003806
MetaG_M00418	MetaB_MEdarkred	Treponema_sp_OMZ_838	-0.0003799
MetaG_M00418	MetaB_MEdarkred	Veillonella_atypica	0.0002194
MetaG_M00418	MetaB_MEdarkred	Veillonella_dispar	0.0003756
MetaG_M00418	MetaB_MEdarkred	Veillonella_parvula	0.0004712
MetaG_M00418	MetaB_MEpalevioletred3	Acinetobacter_baumannii	0.0041235
MetaG_M00418	MetaB_MEpalevioletred3	Actinomyces_oris	0.0025951
MetaG_M00418	MetaB_MEpalevioletred3	Actinomyces_pacaensis	0.0023253
MetaG_M00418	MetaB_MEpalevioletred3	Actinomyces_sp_oral_taxon_897	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Actinomyces_viscosus	0.0020712
MetaG_M00418	MetaB_MEpalevioletred3	Aggregatibacter_aphrophilus	0.0023424
MetaG_M00418	MetaB_MEpalevioletred3	Bacteroides_heparinolyticus	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Campylobacter_concisus	0.002661
MetaG_M00418	MetaB_MEpalevioletred3	Campylobacter_showae	0.0019759
MetaG_M00418	MetaB_MEpalevioletred3	Capnocytophaga_gingivalis	0.0021442
MetaG_M00418	MetaB_MEpalevioletred3	Capnocytophaga_leadbetteri	0.0020324
MetaG_M00418	MetaB_MEpalevioletred3	Escherichia_coli	-0.0105525
MetaG_M00418	MetaB_MEpalevioletred3	Fusobacterium_necrophorum	0.0021635
MetaG_M00418	MetaB_MEpalevioletred3	Fusobacterium_periodonticum	0.0021719
MetaG_M00418	MetaB_MEpalevioletred3	Gardnerella_vaginalis	0.0028036
MetaG_M00418	MetaB_MEpalevioletred3	Gemella_haemolysans	0.002197
MetaG_M00418	MetaB_MEpalevioletred3	Gemella_morbillorum	0.0017892
MetaG_M00418	MetaB_MEpalevioletred3	Haemophilus_influenzae	0.0024533
MetaG_M00418	MetaB_MEpalevioletred3	Haemophilus_parahaemolyticus	0.0034679
MetaG_M00418	MetaB_MEpalevioletred3	Haemophilus_parainfluenzae	0.0022054
MetaG_M00418	MetaB_MEpalevioletred3	Lachnoanaerobaculum_umeaense	0.0031865
MetaG_M00418	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium	0.0025861
MetaG_M00418	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_GAM79	0.0030219
MetaG_M00418	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_oral_taxon_500	0.0020545
MetaG_M00418	MetaB_MEpalevioletred3	Lactobacillus_salivarius	0.0024486
MetaG_M00418	MetaB_MEpalevioletred3	Lautropia_mirabilis	0.0031287
MetaG_M00418	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_212	0.0026741
MetaG_M00418	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_498	0.0023253
MetaG_M00418	MetaB_MEpalevioletred3	Leptotrichia_wadei	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Megasphaera_hexanoica	0.0023026
MetaG_M00418	MetaB_MEpalevioletred3	Mogibacterium_diversum	0.0027561
MetaG_M00418	MetaB_MEpalevioletred3	Moraxella_catarrhalis	0.0028396
MetaG_M00418	MetaB_MEpalevioletred3	Neisseria_elongata	0.0021942
MetaG_M00418	MetaB_MEpalevioletred3	Neisseria_meningitidis	0.0023026
MetaG_M00418	MetaB_MEpalevioletred3	Neisseria_mucosa	0.002072
MetaG_M00418	MetaB_MEpalevioletred3	Neisseria_subflava	0.0018672
MetaG_M00418	MetaB_MEpalevioletred3	Parvimonas_micra	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Porphyromonas_gingivalis	0.0027594
MetaG_M00418	MetaB_MEpalevioletred3	Prevotella_denticola	0.002183
MetaG_M00418	MetaB_MEpalevioletred3	Prevotella_intermedia	0.0027374
MetaG_M00418	MetaB_MEpalevioletred3	Prevotella_jejuni	0.0025855
MetaG_M00418	MetaB_MEpalevioletred3	Prevotella_melaninogenica	0.0020218
MetaG_M00418	MetaB_MEpalevioletred3	Prevotella_oris	0.0021579
MetaG_M00418	MetaB_MEpalevioletred3	Pseudomonas_aeruginosa	0.0122933
MetaG_M00418	MetaB_MEpalevioletred3	Pseudomonas_putida	0.0071582
MetaG_M00418	MetaB_MEpalevioletred3	Ralstonia_mannitolilytica	0.0027594
MetaG_M00418	MetaB_MEpalevioletred3	Rothia_dentocariosa	0.0027555
MetaG_M00418	MetaB_MEpalevioletred3	Rothia_mucilaginosa	0.0022225
MetaG_M00418	MetaB_MEpalevioletred3	Ruania_sp_HY168	0.0004156
MetaG_M00418	MetaB_MEpalevioletred3	Ruminococcus_bicirculans	0.0029101
MetaG_M00418	MetaB_MEpalevioletred3	Saccharibacteria	0.0025411
MetaG_M00418	MetaB_MEpalevioletred3	Schaalia_odontolytica	0.002739
MetaG_M00418	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_126	0.0019818
MetaG_M00418	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_920	0.0024172
MetaG_M00418	MetaB_MEpalevioletred3	Sneathia_amnii	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_gordonii	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_intermedius	0.0023141
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_mitis	0.0028203
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_pneumoniae	0.0012221
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_salivarius	0.0021697
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_sanguinis	0.0024122
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_sp_LPB0220	0.00107
MetaG_M00418	MetaB_MEpalevioletred3	Streptococcus_sp_oral_taxon_431	0.0018926
MetaG_M00418	MetaB_MEpalevioletred3	Tannerella_sp_oral_taxon_HOT-286	0.0024508
MetaG_M00418	MetaB_MEpalevioletred3	Treponema_putidum	0.0020187
MetaG_M00418	MetaB_MEpalevioletred3	Treponema_sp_OMZ_838	0.002729
MetaG_M00418	MetaB_MEpalevioletred3	Veillonella_atypica	0.0017293
MetaG_M00418	MetaB_MEpalevioletred3	Veillonella_dispar	0.0023253
MetaG_M00418	MetaB_MEpalevioletred3	Veillonella_parvula	0.0026542
MetaG_M00511	MetaB_MEpalevioletred3	Acinetobacter_baumannii	0.0017009
MetaG_M00511	MetaB_MEpalevioletred3	Actinomyces_oris	0.0006439
MetaG_M00511	MetaB_MEpalevioletred3	Actinomyces_pacaensis	-0.0002114
MetaG_M00511	MetaB_MEpalevioletred3	Actinomyces_sp_oral_taxon_897	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Actinomyces_viscosus	-0.0004877
MetaG_M00511	MetaB_MEpalevioletred3	Aggregatibacter_aphrophilus	0.0006914
MetaG_M00511	MetaB_MEpalevioletred3	Bacteroides_heparinolyticus	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Campylobacter_concisus	0.001427
MetaG_M00511	MetaB_MEpalevioletred3	Campylobacter_showae	0.0019166
MetaG_M00511	MetaB_MEpalevioletred3	Capnocytophaga_gingivalis	-0.0001355
MetaG_M00511	MetaB_MEpalevioletred3	Capnocytophaga_leadbetteri	0.0005912
MetaG_M00511	MetaB_MEpalevioletred3	Escherichia_coli	-0.0117755
MetaG_M00511	MetaB_MEpalevioletred3	Fusobacterium_necrophorum	0.0002339
MetaG_M00511	MetaB_MEpalevioletred3	Fusobacterium_periodonticum	3.46E-05
MetaG_M00511	MetaB_MEpalevioletred3	Gardnerella_vaginalis	-6.90E-06
MetaG_M00511	MetaB_MEpalevioletred3	Gemella_haemolysans	0.0001995
MetaG_M00511	MetaB_MEpalevioletred3	Gemella_morbillorum	-0.0006047
MetaG_M00511	MetaB_MEpalevioletred3	Haemophilus_influenzae	-0.0003619
MetaG_M00511	MetaB_MEpalevioletred3	Haemophilus_parahaemolyticus	0.002813
MetaG_M00511	MetaB_MEpalevioletred3	Haemophilus_parainfluenzae	-0.0005967
MetaG_M00511	MetaB_MEpalevioletred3	Lachnoanaerobaculum_umeaense	0.0004147
MetaG_M00511	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium	0.0004958
MetaG_M00511	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_GAM79	-0.0002338
MetaG_M00511	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_oral_taxon_500	0.0008936
MetaG_M00511	MetaB_MEpalevioletred3	Lactobacillus_salivarius	0.0007701
MetaG_M00511	MetaB_MEpalevioletred3	Lautropia_mirabilis	0.0005829
MetaG_M00511	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_212	0.0012789
MetaG_M00511	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_498	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Leptotrichia_wadei	-0.0002077
MetaG_M00511	MetaB_MEpalevioletred3	Megasphaera_hexanoica	-0.0002413
MetaG_M00511	MetaB_MEpalevioletred3	Mogibacterium_diversum	0.0007809
MetaG_M00511	MetaB_MEpalevioletred3	Moraxella_catarrhalis	-0.0003978
MetaG_M00511	MetaB_MEpalevioletred3	Neisseria_elongata	-0.0001966
MetaG_M00511	MetaB_MEpalevioletred3	Neisseria_meningitidis	-0.0007165
MetaG_M00511	MetaB_MEpalevioletred3	Neisseria_mucosa	-2.69E-05
MetaG_M00511	MetaB_MEpalevioletred3	Neisseria_subflava	0.000239
MetaG_M00511	MetaB_MEpalevioletred3	Parvimonas_micra	0.0001668
MetaG_M00511	MetaB_MEpalevioletred3	Porphyromonas_gingivalis	-0.0004425
MetaG_M00511	MetaB_MEpalevioletred3	Prevotella_denticola	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Prevotella_intermedia	-0.0003144
MetaG_M00511	MetaB_MEpalevioletred3	Prevotella_jejuni	-0.0006959
MetaG_M00511	MetaB_MEpalevioletred3	Prevotella_melaninogenica	8.25E-05
MetaG_M00511	MetaB_MEpalevioletred3	Prevotella_oris	-0.0008842
MetaG_M00511	MetaB_MEpalevioletred3	Pseudomonas_aeruginosa	0.0064336
MetaG_M00511	MetaB_MEpalevioletred3	Pseudomonas_putida	0.003905
MetaG_M00511	MetaB_MEpalevioletred3	Ralstonia_mannitolilytica	0.0001943
MetaG_M00511	MetaB_MEpalevioletred3	Rothia_dentocariosa	-0.0005696
MetaG_M00511	MetaB_MEpalevioletred3	Rothia_mucilaginosa	0.0020587
MetaG_M00511	MetaB_MEpalevioletred3	Ruania_sp_HY168	-0.0019911
MetaG_M00511	MetaB_MEpalevioletred3	Ruminococcus_bicirculans	0.0006923
MetaG_M00511	MetaB_MEpalevioletred3	Saccharibacteria	0.0006304
MetaG_M00511	MetaB_MEpalevioletred3	Schaalia_odontolytica	0.0009383
MetaG_M00511	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_126	-0.0002413
MetaG_M00511	MetaB_MEpalevioletred3	Selenomonas_sp_oral_taxon_920	-1.21E-05
MetaG_M00511	MetaB_MEpalevioletred3	Sneathia_amnii	0.0001668
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_gordonii	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_intermedius	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_mitis	-0.0005916
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_pneumoniae	-0.0001076
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_salivarius	-1.25E-05
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_sanguinis	0.0002526
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_sp_LPB0220	-0.0020362
MetaG_M00511	MetaB_MEpalevioletred3	Streptococcus_sp_oral_taxon_431	-0.0002133
MetaG_M00511	MetaB_MEpalevioletred3	Tannerella_sp_oral_taxon_HOT-286	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Treponema_putidum	0.0001552
MetaG_M00511	MetaB_MEpalevioletred3	Treponema_sp_OMZ_838	0.0007226
MetaG_M00511	MetaB_MEpalevioletred3	Veillonella_atypica	0.0004674
MetaG_M00511	MetaB_MEpalevioletred3	Veillonella_dispar	-0.0002189
MetaG_M00511	MetaB_MEpalevioletred3	Veillonella_parvula	-0.0003978
MetaG_M00512	MetaB_MEpalevioletred3	Acinetobacter_baumannii	0.0044576
MetaG_M00512	MetaB_MEpalevioletred3	Actinomyces_oris	0.0046792
MetaG_M00512	MetaB_MEpalevioletred3	Actinomyces_pacaensis	0.0037413
MetaG_M00512	MetaB_MEpalevioletred3	Actinomyces_sp_oral_taxon_897	0.0033387
MetaG_M00512	MetaB_MEpalevioletred3	Actinomyces_viscosus	0.0041753
MetaG_M00512	MetaB_MEpalevioletred3	Aggregatibacter_aphrophilus	0.0029702
MetaG_M00512	MetaB_MEpalevioletred3	Bacteroides_heparinolyticus	0.0032441
MetaG_M00512	MetaB_MEpalevioletred3	Campylobacter_concisus	0.00543
MetaG_M00512	MetaB_MEpalevioletred3	Campylobacter_showae	0.0043495
MetaG_M00512	MetaB_MEpalevioletred3	Capnocytophaga_gingivalis	0.0032521
MetaG_M00512	MetaB_MEpalevioletred3	Capnocytophaga_leadbetteri	0.0034688
MetaG_M00512	MetaB_MEpalevioletred3	Escherichia_coli	0.0007559
MetaG_M00512	MetaB_MEpalevioletred3	Fusobacterium_necrophorum	0.0035931
MetaG_M00512	MetaB_MEpalevioletred3	Fusobacterium_periodonticum	0.0033546
MetaG_M00512	MetaB_MEpalevioletred3	Gardnerella_vaginalis	0.0033387
MetaG_M00512	MetaB_MEpalevioletred3	Gemella_haemolysans	0.0029649
MetaG_M00512	MetaB_MEpalevioletred3	Gemella_morbillorum	0.0028096
MetaG_M00512	MetaB_MEpalevioletred3	Haemophilus_influenzae	0.0040957
MetaG_M00512	MetaB_MEpalevioletred3	Haemophilus_parahaemolyticus	0.0044235
MetaG_M00512	MetaB_MEpalevioletred3	Haemophilus_parainfluenzae	0.0046684
MetaG_M00512	MetaB_MEpalevioletred3	Lachnoanaerobaculum_umeaense	0.0043622
MetaG_M00512	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium	0.0038007
MetaG_M00512	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_GAM79	0.0035391
MetaG_M00512	MetaB_MEpalevioletred3	Lachnospiraceae_bacterium_oral_taxon_500	0.0023767
MetaG_M00512	MetaB_MEpalevioletred3	Lactobacillus_salivarius	0.0033147
MetaG_M00512	MetaB_MEpalevioletred3	Lautropia_mirabilis	0.0049267
MetaG_M00512	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_212	0.0026391
MetaG_M00512	MetaB_MEpalevioletred3	Leptotrichia_sp_oral_taxon_498	0.0034505
MetaG_M00512	MetaB_MEpalevioletred3	Leptotrichia_wadei	0.0029538
MetaG_M00512	MetaB_MEpalevioletred3	Megasphaera_hexanoica	0.0034813
MetaG_M00512	MetaB_MEpalevioletred3	Mogibacterium_diversum	0.0040259
MetaG_M00512	MetaB_MEpalevioletred3	Moraxella_catarrhalis	0.006776
MetaG_M00512	MetaB_MEpalevioletred3	Neisseria_elongata	0.0040699
MetaG_M00512	MetaB_MEpalevioletred3	Neisseria_meningitidis	0.0033387
MetaG_M00512	MetaB_MEpalevioletred3	Neisseria_mucosa	0.0044548
MetaG_M00512	MetaB_MEpalevioletred3	Neisseria_subflava	0.0049719
MetaG_M00512	MetaB_MEpalevioletred3	Parvimonas_micra	0.0048258
MetaG_M00512	MetaB_MEpalevioletred3	Porphyromonas_gingivalis	0.0044843
MetaG_M00512	MetaB_MEpalevioletred3	Prevotella_denticola	0.0048346
