M00455	TorS-TorR (TMAO respiration) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07647;K07772;
M00605	Glucose/mannose transport system [PATH:map02010] [BR:ko02000]	K17315;K17316;K17317;K10112;
M00219	AI-2 transport system [PATH:map02010] [BR:ko02000]	K10555;K10556;K10557;K10558;
M00371	Castasterone biosynthesis, campesterol => castasterone [PATH:map00905]	K09587;K12639;K09588;K09591;K12637;K12638;K09590;K12640;
M00418	Toluene degradation, anaerobic, toluene => benzoyl-CoA [PATH:map01220 map00623]	K07540;K07543;K07544;K07545;K07546;K07547;K07548;K07549;K07550;
M00149	Succinate dehydrogenase, prokaryotes [PATH:map00190]	K00241;K00242;K00239;K00240;
M00019	Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine [PATH:map01210 map01230 map00290]	K01652;K01653;K11258;K00053;K01687;K00826;
M00085	Fatty acid biosynthesis, elongation, mitochondria [PATH:map01212 map00062]	K07508;K07509;K00022;K07511;K07515;K07512;
M00473	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07675;K07686;
M00279	PTS system, galactitol-specific II component [PATH:map00052 map02060] [BR:ko02000]	K02773;K02774;K02775;
M00575	Pertussis pathogenicity signature 2, T1SS [PATH:map05133]	K11029;K11004;K07389;K11003;K12340;
M00044	Tyrosine degradation, tyrosine => homogentisate [PATH:map00350]	K03334;K00457;K00451;K01800;K01555;K16171;
M00413	FA core complex [PATH:map03460] [BR:ko03400]	K10888;K10889;K10890;K10892;K10893;K10894;K10606;K10896;K10898;K10993;
M00029	Urea cycle [PATH:map01230 map00330]	K01948;K00611;K01940;K01755;K14681;K01476;
M00348	Glutathione transport system [PATH:map02010] [BR:ko02000]	K13889;K13890;K13891;K13892;
M00498	NtrY-NtrX (nitrogen regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	K13598;K13599;
M00541	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA [PATH:map01220 map00362]	K04112;K04113;K04114;K04115;K07537;K07538;K07539;
M00286	GINS complex [BR:ko03032]	K10732;K10733;K10734;K10735;
M00232	General L-amino acid transport system [PATH:map02010] [BR:ko02000]	K09969;K09970;K09971;K09972;
M00601	Putative chitobiose transport system [PATH:map02010] [BR:ko02000]	K17244;K17245;K17246;
M00581	Biotin transport system [PATH:map02010] [BR:ko02000]	K03523;K16783;K16784;
M00489	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	K11691;K11692;
M00074	N-glycan biosynthesis, high-mannose type [PATH:map00510 map00513]	K05546;K01230;K05528;K05529;K05530;K05531;K05532;K05533;K05534;K05535;
M00173	Reductive citrate cycle (Arnon-Buchanan cycle) [PATH:map01200 map00720]	K00169;K00170;K00171;K00172;K03737;K01007;K01006;K01595;K01959;K01960;K01958;K00024;K01676;K01679;K01677;K01678;K00239;K00240;K00241;K00242;K00244;K00245;K00246;K00247;K01902;K01903;K00174;K00175;K00177;K00176;K00031;K01681;K01682;K15230;K15231;K15232;K15233;K15234;
M00483	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07683;K07696;
M00077	Chondroitin sulfate degradation [PATH:map00531]	K01135;K01197;K01195;K01132;
M00180	RNA polymerase II, eukaryotes [PATH:map03020 map05016] [BR:ko03021 ko03400]	K03006;K03010;K03011;K03008;K03012;K03015;K03017;K03013;K03014;K03016;K03009;K03007;
M00153	Cytochrome d ubiquinol oxidase [PATH:map00190]	K00425;K00426;
M00518	GlnK-GlnL (glutamine utilization) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07717;K07719;
M00228	Putative glutamine transport system [PATH:map02010] [BR:ko02000]	K10039;K10040;K10041;
M00378	F420 biosynthesis [PATH:map00680]	K11780;K11781;K14941;K11212;K12234;K14940;
M00538	Toluene degradation, toluene => benzoate [PATH:map01220 map00623]	K15760;K15761;K15762;K15763;K15764;K15765;K00055;K00141;
M00457	TctE-TctD (tricarboxylic acid transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07649;K07774;
M00005	PRPP biosynthesis, ribose 5P => PRPP [PATH:map01200 map01230 map00030 map00230]	K00948;
M00158	F-type ATPase, eukaryotes [PATH:map00190]	K02133;K02132;K02136;K02137;K02134;K02135;K02128;K02126;K02127;K02125;K02138;K02140;K02129;K02131;K02130;K02139;K02141;K02142;K02143;
M00252	Lipooligosaccharide transport system [PATH:map02010] [BR:ko02000]	K09694;K09695;
M00255	Lipoprotein-releasing system [PATH:map02010] [BR:ko02000]	K09808;K09810;
M00390	Exosome, archaea [PATH:map03018]	K07573;K03679;K11600;K12589;
M00231	Octopine/nopaline transport system [PATH:map02010] [BR:ko02000]	K10018;K10019;K10020;K10021;
M00508	PixL-PixGH (positive phototaxis) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	K11526;K11522;K11523;
M00112	Tocopherol biosynthesis [PATH:map00130]	K09833;K12502;K09834;K05928;
M00220	Rhamnose transport system [PATH:map02010] [BR:ko02000]	K10559;K10560;K10561;K10562;
M00024	Phenylalanine biosynthesis, chorismate => phenylalanine [PATH:map01230 map00400]	K01850;K04092;K14187;K04093;K04516;K06208;K06209;K13853;K01713;K04518;K05359;K14170;K00832;K00838;
M00087	beta-Oxidation [PATH:map01212 map00071]	K00232;K00249;K00255;K06445;K09479;K01692;K07511;K13767;K00022;K07516;K01825;K01782;K07514;K07515;K10527;K00632;K07508;K07509;K07513;
M00344	Formaldehyde assimilation, xylulose monophosphate pathway [PATH:map01200 map00680]	K17100;K00863;K01624;K03841;
M00314	Bacitracin transport system [PATH:map02010 map02020] [BR:ko02000]	K11632;K11631;
M00468	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	K10681;K10682;
M00038	Tryptophan metabolism, tryptophan => kynurenine => 2-aminomuconate [PATH:map00380]	K00453;K00463;K01432;K14263;K07130;K00486;K01556;K00452;K03392;K10217;
M00453	QseC-QseB (quorum sensing) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07645;K07666;
M00419	Cymene degradation, p-cymene => p-cumate [PATH:map01220 map00622]	K10616;K15758;K10617;K10618;
M00465	ManS-ManR (manganese homeostasis) two-component regulatory system [PATH:map02020] [BR:ko02022]	K11520;K11521;
M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol [PATH:map00562]	K01106;K01107;K15422;K01109;K01092;K15759;K10047;
M00376	3-Hydroxypropionate bi-cycle [PATH:map01200 map00720]	K02160;K01961;K01962;K01963;K14468;K15017;K15039;K14469;K15018;K15019;K15020;K01965;K01966;K15052;K01964;K15037;K15036;K05606;K01847;K01848;K01849;K11942;K14471;K14472;K00239;K00240;K00241;K00242;K00244;K00245;K00246;K00247;K01676;K01677;K01678;K01679;K08691;K14449;K14470;K09709;
M00204	Trehalose/maltose transport system [PATH:map02010] [BR:ko02000]	K10236;K10237;K10238;K10111;
M00090	Phosphatidylcholine (PC) biosynthesis, choline => PC [PATH:map00564]	K00866;K14156;K00968;K00994;K13644;
M00445	EnvZ-OmpR (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07638;K07659;
M00461	MtrB-MtrA (osmotic stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07654;K07670;
M00584	Acetoin utilization transport system [PATH:map02010] [BR:ko02000]	K16918;K16919;K16920;K16921;
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin [PATH:map00780]	K16593;K00652;K00833;K01935;K01012;
M00519	YesM-YesN two-component regulatory system [PATH:map02020] [BR:ko02022]	K07718;K07720;
M00167	Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P [PATH:map01200 map00710]	K01623;K01624;K03841;K02446;K11532;K04041;K00615;K01100;K01807;K01808;
M00583	Putative peptide transport system [PATH:map02010] [BR:ko02000]	K16916;K16917;
M00328	Hemophore/metalloprotease transport system [BR:ko02044]	K12536;K12537;K12538;
M00027	GABA (gamma-Aminobutyrate) shunt [PATH:map00250]	K01580;K13524;K07250;K00823;K16871;K00135;K00139;
M00493	AlgZ-AlgR (alginate production) two-component regulatory system [PATH:map02020] [BR:ko02022]	K08082;K08083;
M00292	MRX complex [PATH:map03440 map03450] [BR:ko03400]	K10865;K10866;K10868;
M00330	Adhesin protein transport system [BR:ko02044]	K12541;K12542;K12543;
M00373	Ethylmalonyl pathway [PATH:map00630]	K00626;K00023;K01715;K14446;K05606;K14447;K14448;K14449;K14450;K01965;K01966;K01847;K14451;
M00527	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine [PATH:map01230 map00300]	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K10206;K01778;K01586;
M00476	ComP-ComA (competence) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07680;K07691;
M00031	Lysine biosynthesis, 2-aminoadipate => lysine [PATH:map01210 map01230 map00300]	K05827;K05828;K05829;K05830;K05831;
M00094	Ceramide biosynthesis [PATH:map00600]	K00654;K04708;K04709;K04710;K04712;
M00311	2-oxoglutarate:ferredoxin oxidoreductase [PATH:map00020]	K00174;K00175;K00176;K00177;
M00604	Trehalose transport system [PATH:map02010] [BR:ko02000]	K17311;K17312;K17313;K17314;
M00507	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system [PATH:map02020] [BR:ko02022 ko02035]	K06596;K02487;K02657;K02658;K06597;
M00438	Nitrate/nitrite transport system [PATH:map02010] [BR:ko02000]	K15576;K15577;K15578;K15579;
M00072	Oligosaccharyltransferase [PATH:map00510]	K07151;K12666;K12667;K12668;K12669;K12670;K00730;K12691;
M00288	RPA complex [PATH:map03030 map03420 map03430 map03440] [BR:ko03032 ko03400]	K07466;K10739;K10741;K10740;
M00266	PTS system, maltose and glucose-specific II component [PATH:map00010 map00500 map02060] [BR:ko02000]	K02777;K02790;K02791;
M00040	Tyrosine biosynthesis, prephanate => pretyrosine => tyrosine [PATH:map01230 map00400]	K00832;K15849;K00220;K15226;K15227;
M00370	Glucosinolate biosynthesis, tryptophan => glucobrassicin [PATH:map01210 map00966]	K11812;K11813;K11818;K11819;K11820;K11821;
M00408	ESCRT-0 complex [PATH:map04144]	K12182;K04705;
M00162	Cytochrome b6f complex [PATH:map00195]	K02635;K02637;K02634;K02636;K02642;K02643;K03689;K02640;
M00001	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate [PATH:map01200 map00010]	K00844;K12407;K00845;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K01834;K15633;K15634;K15635;K01689;K00873;K12406;
M00606	N,N-Diacetylchitobiose transport system [PATH:map02010] [BR:ko02000]	K17329;K17330;K17331;K10112;
M00319	Manganese/zinc/iron transport system [PATH:map02010] [BR:ko02000]	K11707;K11708;K11709;K11710;
M00067	Cerebroside and sulfatide biosynthesis [PATH:map00600]	K04628;K01019;
M00351	Spliceosome, U1-snRNP [PATH:map03040] [BR:ko03041]	K11086;K11087;K11096;K11088;K11097;K11098;K11099;K11093;K11091;K11095;
M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose [PATH:map00520]	K00844;K00845;K12407;K00886;K01835;K00963;K00965;
M00025	Tyrosine biosynthesis, chorismate => tyrosine [PATH:map01230 map00400]	K01850;K04092;K14170;K04093;K04516;K06208;K06209;K13853;K00210;K04517;K14187;K00815;K00832;K00838;
M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4 [PATH:map00562]	K00888;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911;
M00486	CitA-CitB (citrate fermentation) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07700;K07702;
M00403	HRD1/SEL1 ERAD complex [PATH:map04141]	K10601;K14026;K10088;K14008;K14027;K11519;K13989;K14025;K13525;K14015;K14016;
M00515	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system [PATH:map02020 map05111] [BR:ko02022]	K10942;K10943;
M00482	DevS-DevR (redox response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07682;K07695;
M00222	Phosphate transport system [PATH:map02010] [BR:ko02000]	K02040;K02037;K02038;K02036;
M00528	Nitrification, ammonia => nitrite [PATH:map00910]	K10944;K10945;K10946;K10535;
M00394	RNA degradosome [PATH:map03018]	K08300;K03732;K01689;K00962;
M00048	Inosine monophosphate biosynthesis, PRPP + glutamine => IMP [PATH:map00230]	K00764;K01945;K11787;K11788;K13713;K00601;K11175;K08289;K01952;K01933;K01587;K11808;K01589;K01588;K01923;K01756;K00602;K01492;K06863;K11176;
M00434	PhoR-PhoB (phosphate starvation response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07636;K07657;K07658;
M00188	NitT/TauT family transport system [BR:ko02000]	K02051;K02050;K02049;
M00607	Glycerol transport system [PATH:map02010] [BR:ko02000]	K17321;K17322;K17323;K17324;K17325;
M00052	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP [PATH:map00240]	K13800;K13809;K00945;K13799;K00940;K01937;
M00412	ESCRT-III complex [PATH:map04144]	K12191;K12192;K12193;K12194;K12195;K12196;K12197;K12198;K15053;
M00547	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol [PATH:map01220 map00362 map00623]	K03268;K16268;K05710;K00529;K16269;
M00484	YdfH-YdfI two-component regulatory system [PATH:map02020] [BR:ko02022]	K11623;K11624;
M00323	Urea transport system [PATH:map02010] [BR:ko02000]	K11959;K11960;K11961;K11962;K11963;
M00375	Hydroxypropionate-hydroxybutylate cycle [PATH:map01200 map00720]	K02160;K01961;K01962;K01963;K01964;K15037;K15036;K14468;K15017;K15039;K14469;K15018;K15019;K15020;K01965;K01966;K15052;K05606;K01847;K01848;K01849;K11942;K15038;K14465;K14466;K14467;K14534;K15016;K01715;K01782;K01825;K07516;K00626;
M00233	Glutamate transport system [PATH:map02010] [BR:ko02000]	K10005;K10006;K10007;K10008;
M00182	RNA polymerase I, eukaryotes [PATH:map03020] [BR:ko03021]	K02999;K03002;K03027;K03020;K03000;K03001;K03003;K03004;K03005;K03013;K03014;K03016;K03009;K03007;
M00172	C4-dicarboxylic acid cycle, NADP - malic enzyme type [PATH:map00710]	K01595;K00051;K00029;K01006;
M00321	Bicarbonate transport system [PATH:map02010] [BR:ko02000]	K11950;K11951;K11952;K11953;
M00304	PTS system, fructose-specific II component [PATH:map02060] [BR:ko02000]	K11194;K11195;K11196;K02771;
M00294	DNA polymerase gamma complex [BR:ko03032]	K02332;K02333;
M00163	Photosystem I [PATH:map00195] [BR:ko00194]	K02689;K02690;K02691;K02692;K02693;K02694;
M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate [PATH:map00040 map00053]	K00963;K00012;K00699;K01195;K14756;K01053;K00103;
M00529	Denitrification, nitrate => nitrogen [PATH:map00910]	K00370;K00371;K00374;K00373;K02567;K02568;K00368;K15864;K04561;K02305;K15877;K00376;
M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide [PATH:map00532]	K00771;K00733;K00734;K10158;
M00142	NADH:ubiquinone oxidoreductase, mitochondria [PATH:map00190]	K03878;K03879;K03880;K03881;K03882;K03883;K03884;
M00063	CMP-KDO biosynthesis [PATH:map00540]	K01627;K03270;K00979;
M00010	Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate [PATH:map01200 map01210 map01230 map00020]	K01647;K01681;K01682;K00031;K00030;
M00430	Exon junction complex (EJC) [PATH:map03013 map03015 map03040] [BR:ko03041]	K12876;K12877;K14323;K13025;K14324;K13114;K12875;K14325;K12881;K12812;K13171;K14285;K14326;K14327;K14328;
M00504	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system [PATH:map02020] [BR:ko02022]	K10125;K10126;
M00258	Putative ABC transport system [BR:ko02000]	K02004;K02003;
M00439	Oligopeptide transport system [PATH:map02010] [BR:ko02000]	K15580;K15581;K15582;K15583;K10823;
M00080	Lipopolysaccharide biosynthesis, inner core => outer core => O-antigen [PATH:map00540]	K02527;K02841;K02843;K02850;K02848;K02849;K02844;K02840;K03278;K03279;K03280;K02847;
M00481	LiaS-LiaR (cell wall stress response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K11617;K11618;
M00563	Methanogenesis, methylamine/dimethylamine/trimethylamine  => methane [PATH:map01200 map00680]	K14082;K16177;K16176;K16179;K16178;K14084;K14083;K00399;K00401;K00402;K03388;K03389;K03390;
M00073	N-glycan precursor trimming [PATH:map00510]	K01228;K05546;K01230;
M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3 [PATH:map00604]	K03370;K03371;K03369;
M00156	Cytochrome c oxidase, cbb3-type [PATH:map00190]	K00404;K00405;K15862;K00407;K00406;
M00034	Methionine salvage pathway [PATH:map00270]	K00789;K01611;K00797;K01243;K01244;K00899;K00772;K08963;K16054;K08964;K09880;K08965;K08966;K08967;K00815;K08969;K00832;K00838;
M00223	Phosphonate transport system [PATH:map02010] [BR:ko02000]	K02044;K02042;K02041;
M00046	Pyrimidine degradation, uracil => beta-alanine, thymine => 3-aminoisobutanoate [PATH:map00240]	K00207;K01464;K01431;
M00238	D-Methionine transport system [PATH:map02010] [BR:ko02000]	K02073;K02072;K02071;
M00160	V-type ATPase, eukaryotes [PATH:map00190]	K02145;K02147;K02148;K02149;K02150;K02151;K02152;K02153;K02154;K02146;K02144;K03662;K02155;K03661;
M00165	Reductive pentose phosphate cycle (Calvin cycle) [PATH:map01200 map00710]	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01623;K01624;K03841;K02446;K11532;K04041;K00615;K01100;K01807;K01808;
M00021	Cysteine biosynthesis, serine => cysteine [PATH:map01200 map01230 map00270]	K00640;K01738;K12339;K13034;K17069;
M00531	Assimilatory nitrate reduction, nitrate => ammonia [PATH:map00910]	K00367;K10534;K00372;K00360;K00366;
M00591	Putative xylitol transport system [PATH:map02010] [BR:ko02000]	K17205;K17206;K17207;
M00463	TrcS-TrcR two-component regulatory system [PATH:map02020] [BR:ko02022]	K07656;K07672;
M00600	alpha-1,4-Digalacturonate transport system [PATH:map02010] [BR:ko02000]	K17241;K17242;K17243;
M00546	Purine degradation, xanthine => urea [PATH:map00230]	K00106;K00087;K13479;K13480;K13481;K13482;K11177;K11178;K13483;K00365;K16838;K16839;K13484;K07127;K13485;K16840;K01466;K16842;K01477;
M00018	Threonine biosynthesis, aspartate => homoserine => threonine [PATH:map01230 map00260]	K00928;K12524;K12525;K12526;K00133;K00003;K00872;K02204;K02203;K01733;
M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer [PATH:map00601]	K03766;K07819;K07820;K03877;
M00243	Manganese/iron transport system [BR:ko02000]	K09818;K09819;K09820;
M00534	Naphthalene degradataion, naphthalene => salicylate [PATH:map01220 map00626]	K14579;K14580;K14578;K14581;K14582;K14583;K14584;K14585;K00152;
M00339	RaxAB-RaxC type I secretion system [PATH:map04626] [BR:ko02044]	K13408;K13409;K12340;
M00301	Mannopine transport system [PATH:map02010] [BR:ko02000]	K11077;K11078;K11079;K11080;
M00488	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07701;K07703;
M00443	SenX3-RegX3 (phosphate starvation response) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07768;K07776;
M00192	Putative thiamine transport system [BR:ko02000]	K05777;K05778;K05779;
M00185	Sulfate transport system [PATH:map02010] [BR:ko02000]	K02048;K02046;K02047;K02045;
M00615	Nitrate assimilation	K02575;
M00369	Cyanogenic glycoside biosynthesis, tyrosine => dhurrin [PATH:map00460]	K13027;K13029;K13030;
M00568	Catechol ortho-cleavage, catechol => 3-oxoadipate [PATH:map01220 map00362]	K03381;K01856;K03464;K01055;K14727;
M00197	Putative fructooligosaccharide transport system [BR:ko02000]	K10120;K10121;K10122;K10112;
M00008	Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate [PATH:map01200 map00030]	K00036;K01057;K07404;K01690;K01625;
M00388	ECS complex [PATH:map04120] [BR:ko04121]	K10611;K10612;K03872;K03873;K04701;K04694;K04695;K04696;K04697;K04698;K10322;K04699;
M00114	Ascorbate biosynthesis, plants, glucose-6P => ascorbate [PATH:map00010 map00051 map00053]	K01810;K06859;K13810;K01809;K16011;K15916;K16881;K17497;K01840;K15778;K00966;K00971;K10046;K14190;K10047;K00064;K00225;K05276;
M00574	Pertussis pathogenicity signature 1, pertussis toxin [PATH:map05133]	K11023;K11024;K11025;K11026;K11027;
M00372	Abscisic acid biosynthesis, beta-carotene => abscisic acid [PATH:map00906]	K15746;K15747;K09838;K14594;K09840;K09841;K09842;
M00267	PTS system, N-acetylglucosamine-specific II component [PATH:map00520 map02060] [BR:ko02000]	K02802;K02803;K02804;
M00209	Osmoprotectant transport system [PATH:map02010] [BR:ko02000]	K05845;K05846;K05847;
M00104	Bile acid biosynthesis, cholesterol => cholate [PATH:map00120]	K00489;K12408;K07431;K00251;K00037;K00488;K08748;K01796;K10214;K12405;K08764;K11992;
M00309	Non-phosphorylative Entner-Doudoroff pathway, gluconate => glyceraldehyde + pyruvate [PATH:map01200 map00030]	K05308;K11395;
M00037	Melatonin biosynthesis, tryptophan => serotonin => melatonin [PATH:map00380]	K00502;K01593;K00669;K00543;
M00159	V-type ATPase, prokaryotes [PATH:map00190]	K02117;K02118;K02119;K02120;K02121;K02122;K02123;K02124;
M00336	Twin-arginine translocation (Tat) system [PATH:map03070] [BR:ko02044]	K03116;K03117;K03118;K03425;
M00060	Lipopolysaccharide biosynthesis, KDO2-lipid A [PATH:map00540]	K00677;K02535;K16363;K02536;K03269;K00748;K00912;K02527;K02517;K02560;
M00517	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system [PATH:map02020] [BR:ko02022]	K10715;K13815;
M00526	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine [PATH:map01230 map00300]	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K03340;K01586;
M00306	PTS system, fructose-specific II-like component [BR:ko02000]	K11201;K11202;K11203;
M00363	EHEC pathogenicity signature, Shiga toxin [PATH:map05130 map05131]	K11006;K11007;
M00007	Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P [PATH:map01200 map01230 map00030]	K00615;K00616;K13810;K01783;K01807;K01808;
M00235	Arginine/ornithine transport system [PATH:map02010] [BR:ko02000]	K10022;K10023;K10024;K10025;
M00320	Lipopolysaccharide export system [PATH:map02010] [BR:ko02000]	K07091;K11720;K06861;
M00179	Ribosome, archaea [PATH:map03010] [BR:ko03011]	K02967;K02982;K02986;K02988;K02992;K02994;K02996;K02946;K02948;K02950;K02952;K02954;K02956;K02961;K02965;K02984;K02987;K02991;K02995;K02962;K02966;K02974;K02975;K02976;K02978;K02977;K02979;K02983;K02863;K02886;K02906;K02931;K02933;K02864;K02867;K02869;K02871;K02874;K02876;K02881;K02890;K02892;K02895;K02904;K02907;K02930;K02936;K02866;K02873;K02875;K02877;K02883;K02885;K02889;K02896;K02908;K02910;K02912;K02915;K02917;K02922;K02921;K02924;K02927;K02928;K02929;K02944;
M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP [PATH:map00240]	K00524;K00525;K00526;K10807;K10808;K00940;K00527;K01494;K01520;K00560;K13998;K00943;
M00098	Acylglycerol degradation [PATH:map00561]	K01046;K12298;K16816;K13534;K14073;K14074;K14075;K14076;K14452;K14674;K14675;K01054;
M00332	Type III secretion system [PATH:map03070] [BR:ko02044]	K03221;K04056;K04057;K04059;K03219;K04058;K03222;K03226;K03227;K03228;K03229;K03230;K03224;K03225;K03223;
M00593	Inositol transport system [PATH:map02010] [BR:ko02000]	K17213;K17214;K17215;
M00093	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE [PATH:map00564]	K00981;K00998;K17103;K01613;
M00215	D-Xylose transport system [PATH:map02010] [BR:ko02000]	K10543;K10544;K10545;
M00399	Cap binding complex [PATH:map03013 map03015 map03040 map03040] [BR:ko03041]	K12882;K12883;
M00603	Putative aldouronate transport system [PATH:map02010] [BR:ko02000]	K17318;K17319;K17320;
M00362	Nucleotide sugar biosynthesis, prokaryotes [PATH:map00520]	K00963;K00965;K01784;K00972;K04042;K11528;K01791;K00012;K00966;K00971;K16011;K16881;
M00198	Putative sn-glycerol-phosphate transport system [PATH:map02010] [BR:ko02000]	K05813;K05814;K05815;K05816;
M00157	F-type ATPase, prokaryotes and chloroplasts [PATH:map00190 map00195]	K02112;K02111;K02115;K02113;K02114;K02110;K02108;K02109;
M00161	Photosystem II [PATH:map00195] [BR:ko00194]	K02703;K02706;K02705;K02704;K02707;K02708;
M00140	C1-unit interconversion, prokaryotes [PATH:map00670]	K00600;K01491;K01938;
M00117	Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone [PATH:map00130]	K03181;K03179;K03186;K03182;K03688;K00568;K03185;K03183;K03184;
M00262	DNA polymerase delta complex [PATH:map03030 map03410 map03420] [BR:ko03032 ko03400]	K02327;K02328;K03504;K03505;
M00427	Nuclear pore complex [PATH:map03013]	K09291;K14295;K14296;K03345;K14297;K14298;K14004;K14299;K14300;K14301;K14302;K14303;K14304;K14305;K14306;K14307;K14308;K14309;K14310;K14311;K14312;K14313;K14314;K14315;K14316;K14317;K14318;K12172;K14319;K10577;K12160;K14320;K14321;
M00206	Cellobiose transport system [PATH:map02010] [BR:ko02000]	K10240;K10241;K10242;K10112;
M00108	C21-Steroid hormone biosynthesis, progesterone => corticosterone/aldosterone [PATH:map00140]	K00513;K00497;K07433;
M00379	SCF-MET30 complex [PATH:map04120 map04111] [BR:ko04121]	K03868;K03347;K03094;K10259;
M00411	SCF-GRR1 complex [PATH:map04120 map04111] [BR:ko04121]	K03868;K03347;K03094;K03360;
M00479	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07778;K07693;
M00389	APC/C complex [PATH:map04120 map04110 map04114 map04914 map04111 map04113] [BR:ko04121 ko03036]	K03358;K03349;K03363;K03364;K03348;K03350;K03351;K03352;K03353;K03354;K03356;K03355;K03357;K03359;K12456;
M00227	Glutamine transport system [PATH:map02010] [BR:ko02000]	K10036;K10037;K10038;
M00289	RF-C complex [PATH:map03030 map03420 map03430] [BR:ko03032 ko03400]	K10754;K10755;K10756;
M00335	Sec (secretion) system [PATH:map03070] [BR:ko02044]	K03072;K03074;K12257;K03073;K03075;K13301;K03076;K03210;K03217;K03070;K03110;K03071;K03106;
M00422	Acetyl-CoA pathway, CO2 => acetyl-CoA [PATH:map00680]	K00192;K00195;K00193;K00197;K00194;
M00189	Molybdate transport system [PATH:map02010] [BR:ko02000]	K02020;K02018;K02017;K05776;
M00168	CAM (Crassulacean acid metabolism), dark [PATH:map01200 map00710]	K01595;K00025;K00026;K00024;
M00474	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system [PATH:map02020] [BR:ko02022]	K07677;K07676;K07687;
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate [PATH:map01200 map00720]	K00625;K13788;K15024;K00925;
M00210	Putative ABC transport system [BR:ko02000]	K02067;K02066;K02065;
M00355	Spliceosome, 35S U5-snRNP [PATH:map03040] [BR:ko03041]	K11086;K11087;K11096;K11088;K11097;K11098;K11099;K12856;K12854;K12852;K12857;K10599;K12860;K12861;K12862;K12863;K06063;K12867;K12868;K12869;K12870;K12871;K12872;K12873;K12874;K09564;K12733;K12816;K13117;K03283;K13123;
