MetaG.module	MetaB.module	Species	delta.spearman.r
MetaG_M00044	MetaB_MElavenderblush3	Streptococcus_sp_LPB0220	0.00738729999999999
MetaG_M00044	MetaB_MElavenderblush3	Streptococcus_sp_oral_taxon_431	0.00628599999999999
MetaG_M00044	MetaB_MElavenderblush3	Tannerella_sp_oral_taxon_HOT-286	0.006996
MetaG_M00044	MetaB_MElavenderblush3	Treponema_putidum	0.006996
MetaG_M00044	MetaB_MElavenderblush3	Treponema_sp_OMZ_838	0.0070798
MetaG_M00044	MetaB_MElavenderblush3	Veillonella_atypica	0.00704629999999998
MetaG_M00044	MetaB_MElavenderblush3	Veillonella_dispar	0.00701829999999998
MetaG_M00044	MetaB_MElavenderblush3	Veillonella_parvula	0.00683389999999998
MetaG_M00044	MetaB_MEred	Acinetobacter_baumannii	0.00309480000000001
MetaG_M00044	MetaB_MEred	Actinomyces_oris	0.0113629
MetaG_M00044	MetaB_MEred	Actinomyces_pacaensis	0.0105523
MetaG_M00044	MetaB_MEred	Actinomyces_sp_oral_taxon_897	0.0105523
MetaG_M00044	MetaB_MEred	Actinomyces_viscosus	0.0105523
MetaG_M00044	MetaB_MEred	Aggregatibacter_aphrophilus	0.0104797
MetaG_M00044	MetaB_MEred	Bacteroides_heparinolyticus	0.0105523
MetaG_M00044	MetaB_MEred	Campylobacter_concisus	0.0100883
MetaG_M00044	MetaB_MEred	Campylobacter_showae	0.0104182
MetaG_M00044	MetaB_MEred	Capnocytophaga_gingivalis	0.0107424
MetaG_M00044	MetaB_MEred	Capnocytophaga_leadbetteri	0.0105523
MetaG_M00044	MetaB_MEred	Escherichia_coli	0.0196478
MetaG_M00044	MetaB_MEred	Fusobacterium_necrophorum	0.0106138
MetaG_M00044	MetaB_MEred	Fusobacterium_periodonticum	0.0107424
MetaG_M00044	MetaB_MEred	Gardnerella_vaginalis	0.0105523
MetaG_M00044	MetaB_MEred	Gemella_haemolysans	0.010597
MetaG_M00044	MetaB_MEred	Gemella_morbillorum	0.0105523
MetaG_M00044	MetaB_MEred	Haemophilus_influenzae	0.0091715
MetaG_M00044	MetaB_MEred	Haemophilus_parahaemolyticus	0.0143873
MetaG_M00044	MetaB_MEred	Haemophilus_parainfluenzae	0.0103399
MetaG_M00044	MetaB_MEred	Lachnoanaerobaculum_umeaense	0.0104517
MetaG_M00044	MetaB_MEred	Lachnospiraceae_bacterium	0.0106809
MetaG_M00044	MetaB_MEred	Lachnospiraceae_bacterium_GAM79	0.0106362
MetaG_M00044	MetaB_MEred	Lachnospiraceae_bacterium_oral_taxon_500	0.0107089
MetaG_M00044	MetaB_MEred	Lactobacillus_salivarius	0.0105635
MetaG_M00044	MetaB_MEred	Lautropia_mirabilis	0.00223950000000001
MetaG_M00044	MetaB_MEred	Leptotrichia_sp_oral_taxon_212	0.0106809
MetaG_M00044	MetaB_MEred	Leptotrichia_sp_oral_taxon_498	0.0105523
MetaG_M00044	MetaB_MEred	Leptotrichia_wadei	0.0104182
MetaG_M00044	MetaB_MEred	Megasphaera_hexanoica	0.0106082
MetaG_M00044	MetaB_MEred	Mogibacterium_diversum	0.0107368
MetaG_M00044	MetaB_MEred	Moraxella_catarrhalis	0.0117487
MetaG_M00044	MetaB_MEred	Neisseria_elongata	0.0106809
MetaG_M00044	MetaB_MEred	Neisseria_meningitidis	0.0105523
MetaG_M00044	MetaB_MEred	Neisseria_mucosa	0.0107536
MetaG_M00044	MetaB_MEred	Neisseria_subflava	0.0109436
MetaG_M00044	MetaB_MEred	Parvimonas_micra	0.0108207
MetaG_M00044	MetaB_MEred	Porphyromonas_gingivalis	0.0114691
MetaG_M00044	MetaB_MEred	Prevotella_denticola	0.0105523
MetaG_M00044	MetaB_MEred	Prevotella_intermedia	0.0119667
MetaG_M00044	MetaB_MEred	Prevotella_jejuni	0.00998769999999999
MetaG_M00044	MetaB_MEred	Prevotella_melaninogenica	0.0113238
MetaG_M00044	MetaB_MEred	Prevotella_oris	0.0106641
MetaG_M00044	MetaB_MEred	Pseudomonas_aeruginosa	0.0444242
MetaG_M00044	MetaB_MEred	Pseudomonas_putida	0.00107669999999999
MetaG_M00044	MetaB_MEred	Ralstonia_mannitolilytica	0.00950689999999998
MetaG_M00044	MetaB_MEred	Rothia_dentocariosa	0.0118605
MetaG_M00044	MetaB_MEred	Rothia_mucilaginosa	0.0111896
MetaG_M00044	MetaB_MEred	Ruania_sp_HY168	0.00753909999999999
MetaG_M00044	MetaB_MEred	Ruminococcus_bicirculans	0.0105244
MetaG_M00044	MetaB_MEred	Saccharibacteria	0.0111337
MetaG_M00044	MetaB_MEred	Schaalia_odontolytica	0.0100939
MetaG_M00044	MetaB_MEred	Selenomonas_sp_oral_taxon_126	0.0106138
MetaG_M00044	MetaB_MEred	Selenomonas_sp_oral_taxon_920	0.0105523
MetaG_M00044	MetaB_MEred	Sneathia_amnii	0.0106809
MetaG_M00044	MetaB_MEred	Streptococcus_gordonii	0.0105523
MetaG_M00044	MetaB_MEred	Streptococcus_intermedius	0.0105523
MetaG_M00044	MetaB_MEred	Streptococcus_mitis	0.00993179999999999
MetaG_M00044	MetaB_MEred	Streptococcus_pneumoniae	0.00154070000000001
MetaG_M00044	MetaB_MEred	Streptococcus_salivarius	0.010597
MetaG_M00044	MetaB_MEred	Streptococcus_sanguinis	0.0107256
MetaG_M00044	MetaB_MEred	Streptococcus_sp_LPB0220	0.0121512
MetaG_M00044	MetaB_MEred	Streptococcus_sp_oral_taxon_431	0.0103846
MetaG_M00044	MetaB_MEred	Tannerella_sp_oral_taxon_HOT-286	0.0106809
MetaG_M00044	MetaB_MEred	Treponema_putidum	0.0106809
MetaG_M00044	MetaB_MEred	Treponema_sp_OMZ_838	0.0105691
MetaG_M00044	MetaB_MEred	Veillonella_atypica	0.0104461
MetaG_M00044	MetaB_MEred	Veillonella_dispar	0.0106138
MetaG_M00044	MetaB_MEred	Veillonella_parvula	0.0106641
MetaG_M00044	MetaB_MEsalmon	Acinetobacter_baumannii	-0.006799406
MetaG_M00044	MetaB_MEsalmon	Actinomyces_oris	-0.007758936
MetaG_M00044	MetaB_MEsalmon	Actinomyces_pacaensis	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Actinomyces_sp_oral_taxon_897	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Actinomyces_viscosus	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Aggregatibacter_aphrophilus	-0.008334681
MetaG_M00044	MetaB_MEsalmon	Bacteroides_heparinolyticus	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Campylobacter_concisus	-0.008948736
MetaG_M00044	MetaB_MEsalmon	Campylobacter_showae	-0.008365301
MetaG_M00044	MetaB_MEsalmon	Capnocytophaga_gingivalis	-0.007720489
MetaG_M00044	MetaB_MEsalmon	Capnocytophaga_leadbetteri	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Escherichia_coli	0.001490888
MetaG_M00044	MetaB_MEsalmon	Fusobacterium_necrophorum	-0.007981517
MetaG_M00044	MetaB_MEsalmon	Fusobacterium_periodonticum	-0.007720489
MetaG_M00044	MetaB_MEsalmon	Gardnerella_vaginalis	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Gemella_haemolysans	-0.008119652
MetaG_M00044	MetaB_MEsalmon	Gemella_morbillorum	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Haemophilus_influenzae	-0.008319302
MetaG_M00044	MetaB_MEsalmon	Haemophilus_parahaemolyticus	-0.004166466
MetaG_M00044	MetaB_MEsalmon	Haemophilus_parainfluenzae	-0.008979357
MetaG_M00044	MetaB_MEsalmon	Lachnoanaerobaculum_umeaense	-0.008042895
MetaG_M00044	MetaB_MEsalmon	Lachnospiraceae_bacterium	-0.008802912
MetaG_M00044	MetaB_MEsalmon	Lachnospiraceae_bacterium_GAM79	-0.008595572
MetaG_M00044	MetaB_MEsalmon	Lachnospiraceae_bacterium_oral_taxon_500	-0.008012275
MetaG_M00044	MetaB_MEsalmon	Lactobacillus_salivarius	-0.008135031
MetaG_M00044	MetaB_MEsalmon	Lautropia_mirabilis	-0.017975841
MetaG_M00044	MetaB_MEsalmon	Leptotrichia_sp_oral_taxon_212	-0.008035206
MetaG_M00044	MetaB_MEsalmon	Leptotrichia_sp_oral_taxon_498	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Leptotrichia_wadei	-0.008365301
MetaG_M00044	MetaB_MEsalmon	Megasphaera_hexanoica	-0.008073653
MetaG_M00044	MetaB_MEsalmon	Mogibacterium_diversum	-0.020777674
MetaG_M00044	MetaB_MEsalmon	Moraxella_catarrhalis	-0.00575543
MetaG_M00044	MetaB_MEsalmon	Neisseria_elongata	-0.008035206
MetaG_M00044	MetaB_MEsalmon	Neisseria_meningitidis	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Neisseria_mucosa	-0.00815041
MetaG_M00044	MetaB_MEsalmon	Neisseria_subflava	-0.009240385
MetaG_M00044	MetaB_MEsalmon	Parvimonas_micra	-0.008181167
MetaG_M00044	MetaB_MEsalmon	Porphyromonas_gingivalis	-0.007474839
MetaG_M00044	MetaB_MEsalmon	Prevotella_denticola	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Prevotella_intermedia	-0.0400832
MetaG_M00044	MetaB_MEsalmon	Prevotella_jejuni	-0.008917979
MetaG_M00044	MetaB_MEsalmon	Prevotella_melaninogenica	-0.007382841
MetaG_M00044	MetaB_MEsalmon	Prevotella_oris	-0.008211788
MetaG_M00044	MetaB_MEsalmon	Pseudomonas_aeruginosa	-0.007031983
MetaG_M00044	MetaB_MEsalmon	Pseudomonas_putida	-0.012756098
MetaG_M00044	MetaB_MEsalmon	Ralstonia_mannitolilytica	-0.009846888
MetaG_M00044	MetaB_MEsalmon	Rothia_dentocariosa	-0.006492378
MetaG_M00044	MetaB_MEsalmon	Rothia_mucilaginosa	-0.007912449
MetaG_M00044	MetaB_MEsalmon	Ruania_sp_HY168	-0.016678664
MetaG_M00044	MetaB_MEsalmon	Ruminococcus_bicirculans	-0.008265476
MetaG_M00044	MetaB_MEsalmon	Saccharibacteria	-0.008257924
MetaG_M00044	MetaB_MEsalmon	Schaalia_odontolytica	-0.008564952
MetaG_M00044	MetaB_MEsalmon	Selenomonas_sp_oral_taxon_126	-0.007981517
MetaG_M00044	MetaB_MEsalmon	Selenomonas_sp_oral_taxon_920	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Sneathia_amnii	-0.008035206
MetaG_M00044	MetaB_MEsalmon	Streptococcus_gordonii	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Streptococcus_intermedius	-0.008296234
MetaG_M00044	MetaB_MEsalmon	Streptococcus_mitis	-0.008472816
MetaG_M00044	MetaB_MEsalmon	Streptococcus_pneumoniae	-0.009294211
MetaG_M00044	MetaB_MEsalmon	Streptococcus_salivarius	-0.008119652
MetaG_M00044	MetaB_MEsalmon	Streptococcus_sanguinis	-0.007897071
MetaG_M00044	MetaB_MEsalmon	Streptococcus_sp_LPB0220	-0.007152433
MetaG_M00044	MetaB_MEsalmon	Streptococcus_sp_oral_taxon_431	-0.008772154
MetaG_M00044	MetaB_MEsalmon	Tannerella_sp_oral_taxon_HOT-286	-0.008035206
MetaG_M00044	MetaB_MEsalmon	Treponema_putidum	-0.008035206
MetaG_M00044	MetaB_MEsalmon	Treponema_sp_OMZ_838	-0.007966138
MetaG_M00044	MetaB_MEsalmon	Veillonella_atypica	-0.008227166
MetaG_M00044	MetaB_MEsalmon	Veillonella_dispar	-0.007981517
MetaG_M00044	MetaB_MEsalmon	Veillonella_parvula	-0.008211788
MetaG_M00083	MetaB_MElightgreen	Acinetobacter_baumannii	-0.4981749
MetaG_M00083	MetaB_MElightgreen	Actinomyces_oris	-0.4921932
MetaG_M00083	MetaB_MElightgreen	Actinomyces_pacaensis	-0.493356
MetaG_M00083	MetaB_MElightgreen	Actinomyces_sp_oral_taxon_897	-0.4971742
MetaG_M00083	MetaB_MElightgreen	Actinomyces_viscosus	-0.4987115
MetaG_M00083	MetaB_MElightgreen	Aggregatibacter_aphrophilus	-0.4971854
MetaG_M00083	MetaB_MElightgreen	Bacteroides_heparinolyticus	-0.4973587
MetaG_M00083	MetaB_MElightgreen	Campylobacter_concisus	-0.4970792
MetaG_M00083	MetaB_MElightgreen	Campylobacter_showae	-0.4997346
MetaG_M00083	MetaB_MElightgreen	Capnocytophaga_gingivalis	-0.4970512
MetaG_M00083	MetaB_MElightgreen	Capnocytophaga_leadbetteri	-0.4974314
MetaG_M00083	MetaB_MElightgreen	Escherichia_coli	-0.5035919
MetaG_M00083	MetaB_MElightgreen	Fusobacterium_necrophorum	-0.4966152
MetaG_M00083	MetaB_MElightgreen	Fusobacterium_periodonticum	-0.497191
MetaG_M00083	MetaB_MElightgreen	Gardnerella_vaginalis	-0.49704
MetaG_M00083	MetaB_MElightgreen	Gemella_haemolysans	-0.4977891
MetaG_M00083	MetaB_MElightgreen	Gemella_morbillorum	-0.4968388
MetaG_M00083	MetaB_MElightgreen	Haemophilus_influenzae	-0.4900968
MetaG_M00083	MetaB_MElightgreen	Haemophilus_parahaemolyticus	-0.4960897
MetaG_M00083	MetaB_MElightgreen	Haemophilus_parainfluenzae	-0.5017639
MetaG_M00083	MetaB_MElightgreen	Lachnoanaerobaculum_umeaense	-0.4967437
MetaG_M00083	MetaB_MElightgreen	Lachnospiraceae_bacterium	-0.4971295
MetaG_M00083	MetaB_MElightgreen	Lachnospiraceae_bacterium_GAM79	-0.4953294
MetaG_M00083	MetaB_MElightgreen	Lachnospiraceae_bacterium_oral_taxon_500	-0.4941275
MetaG_M00083	MetaB_MElightgreen	Lactobacillus_salivarius	-0.4938479
MetaG_M00083	MetaB_MElightgreen	Lautropia_mirabilis	-0.497532
MetaG_M00083	MetaB_MElightgreen	Leptotrichia_sp_oral_taxon_212	-0.4961344
MetaG_M00083	MetaB_MElightgreen	Leptotrichia_sp_oral_taxon_498	-0.4972077
MetaG_M00083	MetaB_MElightgreen	Leptotrichia_wadei	-0.4962797
MetaG_M00083	MetaB_MElightgreen	Megasphaera_hexanoica	-0.4972748
MetaG_M00083	MetaB_MElightgreen	Mogibacterium_diversum	-0.4932777
MetaG_M00083	MetaB_MElightgreen	Moraxella_catarrhalis	-0.5035416
MetaG_M00083	MetaB_MElightgreen	Neisseria_elongata	-0.4970512
MetaG_M00083	MetaB_MElightgreen	Neisseria_meningitidis	-0.4976158
MetaG_M00083	MetaB_MElightgreen	Neisseria_mucosa	-0.4952511
MetaG_M00083	MetaB_MElightgreen	Neisseria_subflava	-0.4971127
MetaG_M00083	MetaB_MElightgreen	Parvimonas_micra	-0.4965034
MetaG_M00083	MetaB_MElightgreen	Porphyromonas_gingivalis	-0.4909745
MetaG_M00083	MetaB_MElightgreen	Prevotella_denticola	-0.4956816
MetaG_M00083	MetaB_MElightgreen	Prevotella_intermedia	-0.5055429
MetaG_M00083	MetaB_MElightgreen	Prevotella_jejuni	-0.492797
MetaG_M00083	MetaB_MElightgreen	Prevotella_melaninogenica	-0.5002768
MetaG_M00083	MetaB_MElightgreen	Prevotella_oris	-0.495648
MetaG_M00083	MetaB_MElightgreen	Pseudomonas_aeruginosa	-0.4753942
MetaG_M00083	MetaB_MElightgreen	Pseudomonas_putida	-0.4999582
MetaG_M00083	MetaB_MElightgreen	Ralstonia_mannitolilytica	-0.5014508
MetaG_M00083	MetaB_MElightgreen	Rothia_dentocariosa	-0.4966934
MetaG_M00083	MetaB_MElightgreen	Rothia_mucilaginosa	-0.4908795
MetaG_M00083	MetaB_MElightgreen	Ruania_sp_HY168	-0.4938703
MetaG_M00083	MetaB_MElightgreen	Ruminococcus_bicirculans	-0.4980742
MetaG_M00083	MetaB_MElightgreen	Saccharibacteria	-0.4968052
MetaG_M00083	MetaB_MElightgreen	Schaalia_odontolytica	-0.4977724
MetaG_M00083	MetaB_MElightgreen	Selenomonas_sp_oral_taxon_126	-0.4970512
MetaG_M00083	MetaB_MElightgreen	Selenomonas_sp_oral_taxon_920	-0.4971686
MetaG_M00083	MetaB_MElightgreen	Sneathia_amnii	-0.4966152
MetaG_M00083	MetaB_MElightgreen	Streptococcus_gordonii	-0.4970512
MetaG_M00083	MetaB_MElightgreen	Streptococcus_intermedius	-0.4970512
MetaG_M00083	MetaB_MElightgreen	Streptococcus_mitis	-0.4958046
MetaG_M00083	MetaB_MElightgreen	Streptococcus_pneumoniae	-0.4914497
MetaG_M00083	MetaB_MElightgreen	Streptococcus_salivarius	-0.4976214
MetaG_M00083	MetaB_MElightgreen	Streptococcus_sanguinis	-0.4975991
MetaG_M00083	MetaB_MElightgreen	Streptococcus_sp_LPB0220	-0.4967885
MetaG_M00083	MetaB_MElightgreen	Streptococcus_sp_oral_taxon_431	-0.4940716
MetaG_M00083	MetaB_MElightgreen	Tannerella_sp_oral_taxon_HOT-286	-0.4975711
MetaG_M00083	MetaB_MElightgreen	Treponema_putidum	-0.4974258
MetaG_M00083	MetaB_MElightgreen	Treponema_sp_OMZ_838	-0.4957766
MetaG_M00083	MetaB_MElightgreen	Veillonella_atypica	-0.4946474
MetaG_M00083	MetaB_MElightgreen	Veillonella_dispar	-0.497286
MetaG_M00083	MetaB_MElightgreen	Veillonella_parvula	-0.4967717
MetaG_M00122	MetaB_MEblue	Acinetobacter_baumannii	-0.0019083
MetaG_M00122	MetaB_MEblue	Actinomyces_oris	0.00946799999999998
MetaG_M00122	MetaB_MEblue	Actinomyces_pacaensis	0.008322
MetaG_M00122	MetaB_MEblue	Actinomyces_sp_oral_taxon_897	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Actinomyces_viscosus	0.00897609999999999
MetaG_M00122	MetaB_MEblue	Aggregatibacter_aphrophilus	0.0073549
MetaG_M00122	MetaB_MEblue	Bacteroides_heparinolyticus	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Campylobacter_concisus	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Campylobacter_showae	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Capnocytophaga_gingivalis	0.0079922
MetaG_M00122	MetaB_MEblue	Capnocytophaga_leadbetteri	0.00833319999999999
MetaG_M00122	MetaB_MEblue	Escherichia_coli	0.000294299999999997
MetaG_M00122	MetaB_MEblue	Fusobacterium_necrophorum	0.00744990000000001
MetaG_M00122	MetaB_MEblue	Fusobacterium_periodonticum	0.0113631
MetaG_M00122	MetaB_MEblue	Gardnerella_vaginalis	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Gemella_haemolysans	0.0073549
MetaG_M00122	MetaB_MEblue	Gemella_morbillorum	0.0073549
MetaG_M00122	MetaB_MEblue	Haemophilus_influenzae	0.00553799999999999
MetaG_M00122	MetaB_MEblue	Haemophilus_parahaemolyticus	0.00914379999999998
MetaG_M00122	MetaB_MEblue	Haemophilus_parainfluenzae	0.00757849999999999
MetaG_M00122	MetaB_MEblue	Lachnoanaerobaculum_umeaense	0.00822699999999998
MetaG_M00122	MetaB_MEblue	Lachnospiraceae_bacterium	0.00838349999999999
MetaG_M00122	MetaB_MEblue	Lachnospiraceae_bacterium_GAM79	0.0080537
MetaG_M00122	MetaB_MEblue	Lachnospiraceae_bacterium_oral_taxon_500	0.00712010000000002
MetaG_M00122	MetaB_MEblue	Lactobacillus_salivarius	0.0079978
MetaG_M00122	MetaB_MEblue	Lautropia_mirabilis	0.00833879999999998
MetaG_M00122	MetaB_MEblue	Leptotrichia_sp_oral_taxon_212	0.00928909999999999
MetaG_M00122	MetaB_MEblue	Leptotrichia_sp_oral_taxon_498	0.0072487
MetaG_M00122	MetaB_MEblue	Leptotrichia_wadei	0.0091773
MetaG_M00122	MetaB_MEblue	Megasphaera_hexanoica	0.00820460000000001
MetaG_M00122	MetaB_MEblue	Mogibacterium_diversum	0.0173616
MetaG_M00122	MetaB_MEblue	Moraxella_catarrhalis	-0.010674
MetaG_M00122	MetaB_MEblue	Neisseria_elongata	0.00748349999999998
MetaG_M00122	MetaB_MEblue	Neisseria_meningitidis	0.00744430000000001
MetaG_M00122	MetaB_MEblue	Neisseria_mucosa	0.00591259999999999
MetaG_M00122	MetaB_MEblue	Neisseria_subflava	0.0020944
MetaG_M00122	MetaB_MEblue	Parvimonas_micra	0.0082102
MetaG_M00122	MetaB_MEblue	Porphyromonas_gingivalis	0.0012614
MetaG_M00122	MetaB_MEblue	Prevotella_denticola	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Prevotella_intermedia	0.00995440000000003
MetaG_M00122	MetaB_MEblue	Prevotella_jejuni	0.0137279
MetaG_M00122	MetaB_MEblue	Prevotella_melaninogenica	0.00760640000000001
MetaG_M00122	MetaB_MEblue	Prevotella_oris	0.00510759999999999
MetaG_M00122	MetaB_MEblue	Pseudomonas_aeruginosa	-0.0266064
MetaG_M00122	MetaB_MEblue	Pseudomonas_putida	0.00860149999999998
MetaG_M00122	MetaB_MEblue	Ralstonia_mannitolilytica	0.00851210000000002
MetaG_M00122	MetaB_MEblue	Rothia_dentocariosa	0.0098202
MetaG_M00122	MetaB_MEblue	Rothia_mucilaginosa	0.00882510000000003
MetaG_M00122	MetaB_MEblue	Ruania_sp_HY168	0.0085903
MetaG_M00122	MetaB_MEblue	Ruminococcus_bicirculans	0.00838349999999999
MetaG_M00122	MetaB_MEblue	Saccharibacteria	0.00876359999999998
MetaG_M00122	MetaB_MEblue	Schaalia_odontolytica	0.0102283
MetaG_M00122	MetaB_MEblue	Selenomonas_sp_oral_taxon_126	0.00704179999999999
MetaG_M00122	MetaB_MEblue	Selenomonas_sp_oral_taxon_920	0.00746669999999999
MetaG_M00122	MetaB_MEblue	Sneathia_amnii	0.00748900000000002
MetaG_M00122	MetaB_MEblue	Streptococcus_gordonii	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Streptococcus_intermedius	0.00768469999999999
MetaG_M00122	MetaB_MEblue	Streptococcus_mitis	-0.0029817
MetaG_M00122	MetaB_MEblue	Streptococcus_pneumoniae	0.00577280000000002
MetaG_M00122	MetaB_MEblue	Streptococcus_salivarius	0.00769029999999998
MetaG_M00122	MetaB_MEblue	Streptococcus_sanguinis	0.00710890000000003
MetaG_M00122	MetaB_MEblue	Streptococcus_sp_LPB0220	0.00919969999999998
MetaG_M00122	MetaB_MEblue	Streptococcus_sp_oral_taxon_431	0.00811519999999999
MetaG_M00122	MetaB_MEblue	Tannerella_sp_oral_taxon_HOT-286	0.00663370000000002
MetaG_M00122	MetaB_MEblue	Treponema_putidum	0.00722630000000002
MetaG_M00122	MetaB_MEblue	Treponema_sp_OMZ_838	0.00783010000000001
MetaG_M00122	MetaB_MEblue	Veillonella_atypica	0.0068126
MetaG_M00122	MetaB_MEblue	Veillonella_dispar	0.00725979999999998
MetaG_M00122	MetaB_MEblue	Veillonella_parvula	0.0088531
MetaG_M00122	MetaB_MElavenderblush3	Acinetobacter_baumannii	-0.00130079999999999
MetaG_M00122	MetaB_MElavenderblush3	Actinomyces_oris	0.00988550000000005
MetaG_M00122	MetaB_MElavenderblush3	Actinomyces_pacaensis	0.00845440000000003
MetaG_M00122	MetaB_MElavenderblush3	Actinomyces_sp_oral_taxon_897	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Actinomyces_viscosus	0.0090693
MetaG_M00122	MetaB_MElavenderblush3	Aggregatibacter_aphrophilus	0.00749840000000002
MetaG_M00122	MetaB_MElavenderblush3	Bacteroides_heparinolyticus	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Campylobacter_concisus	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Campylobacter_showae	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Capnocytophaga_gingivalis	0.00796240000000004
MetaG_M00122	MetaB_MElavenderblush3	Capnocytophaga_leadbetteri	0.0082643
MetaG_M00122	MetaB_MElavenderblush3	Escherichia_coli	-0.000445399999999985
MetaG_M00122	MetaB_MElavenderblush3	Fusobacterium_necrophorum	0.00766060000000002
MetaG_M00122	MetaB_MElavenderblush3	Fusobacterium_periodonticum	0.0129714
MetaG_M00122	MetaB_MElavenderblush3	Gardnerella_vaginalis	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Gemella_haemolysans	0.00749840000000002
MetaG_M00122	MetaB_MElavenderblush3	Gemella_morbillorum	0.00749840000000002
MetaG_M00122	MetaB_MElavenderblush3	Haemophilus_influenzae	0.00527350000000004
MetaG_M00122	MetaB_MElavenderblush3	Haemophilus_parahaemolyticus	0.0124123
MetaG_M00122	MetaB_MElavenderblush3	Haemophilus_parainfluenzae	0.00733630000000002
MetaG_M00122	MetaB_MElavenderblush3	Lachnoanaerobaculum_umeaense	0.00829230000000003
MetaG_M00122	MetaB_MElavenderblush3	Lachnospiraceae_bacterium	0.00838730000000004
MetaG_M00122	MetaB_MElavenderblush3	Lachnospiraceae_bacterium_GAM79	0.00846000000000002
MetaG_M00122	MetaB_MElavenderblush3	Lachnospiraceae_bacterium_oral_taxon_500	0.00720770000000004
MetaG_M00122	MetaB_MElavenderblush3	Lactobacillus_salivarius	0.00802390000000003
MetaG_M00122	MetaB_MElavenderblush3	Lautropia_mirabilis	0.00944390000000001
MetaG_M00122	MetaB_MElavenderblush3	Leptotrichia_sp_oral_taxon_212	0.00932090000000002
MetaG_M00122	MetaB_MElavenderblush3	Leptotrichia_sp_oral_taxon_498	0.00773320000000005
MetaG_M00122	MetaB_MElavenderblush3	Leptotrichia_wadei	0.00862210000000002
MetaG_M00122	MetaB_MElavenderblush3	Megasphaera_hexanoica	0.0086389
MetaG_M00122	MetaB_MElavenderblush3	Mogibacterium_diversum	0.0169573
MetaG_M00122	MetaB_MElavenderblush3	Moraxella_catarrhalis	-0.0107205
MetaG_M00122	MetaB_MElavenderblush3	Neisseria_elongata	0.00795130000000005
MetaG_M00122	MetaB_MElavenderblush3	Neisseria_meningitidis	0.0078394
MetaG_M00122	MetaB_MElavenderblush3	Neisseria_mucosa	0.00641390000000003
MetaG_M00122	MetaB_MElavenderblush3	Neisseria_subflava	0.00329450000000003
MetaG_M00122	MetaB_MElavenderblush3	Parvimonas_micra	0.00838170000000005
MetaG_M00122	MetaB_MElavenderblush3	Porphyromonas_gingivalis	0.00162860000000004
MetaG_M00122	MetaB_MElavenderblush3	Prevotella_denticola	0.00799040000000001
MetaG_M00122	MetaB_MElavenderblush3	Prevotella_intermedia	0.0108247
MetaG_M00122	MetaB_MElavenderblush3	Prevotella_jejuni	0.014436
MetaG_M00122	MetaB_MElavenderblush3	Prevotella_melaninogenica	0.00949420000000001
MetaG_M00122	MetaB_MElavenderblush3	Prevotella_oris	0.0070847
MetaG_M00122	MetaB_MElavenderblush3	Pseudomonas_aeruginosa	-0.0258144
MetaG_M00122	MetaB_MElavenderblush3	Pseudomonas_putida	0.0125242
MetaG_M00122	MetaB_MElavenderblush3	Ralstonia_mannitolilytica	0.00867240000000002
MetaG_M00122	MetaB_MElavenderblush3	Rothia_dentocariosa	0.00925380000000003
MetaG_M00122	MetaB_MElavenderblush3	Rothia_mucilaginosa	0.0101147
MetaG_M00122	MetaB_MElavenderblush3	Ruania_sp_HY168	0.00809660000000001
MetaG_M00122	MetaB_MElavenderblush3	Ruminococcus_bicirculans	0.00842080000000001
MetaG_M00122	MetaB_MElavenderblush3	Saccharibacteria	0.00897430000000005
MetaG_M00122	MetaB_MElavenderblush3	Schaalia_odontolytica	0.0100085
MetaG_M00122	MetaB_MElavenderblush3	Selenomonas_sp_oral_taxon_126	0.0074034
MetaG_M00122	MetaB_MElavenderblush3	Selenomonas_sp_oral_taxon_920	0.00786180000000003
MetaG_M00122	MetaB_MElavenderblush3	Sneathia_amnii	0.00770530000000003
MetaG_M00122	MetaB_MElavenderblush3	Streptococcus_gordonii	0.00799040000000001
